name,date_utc,rocket,payloads,launchpad,cores,success,details,PayloadMass
Starlink-27 (v1.0),2021-05-09T06:42:00.000Z,5e9d0d95eda69973a809d1ec,['6079bd5e9a06446e8c61bf7c'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 10, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"This mission launches the 26th batch of operational Starlink satellites, which are version 1.0, from SLC-40. It is the 27th Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",1
Starlink-26 (v1.0) + Capella-6 + Tyvak-0130,2021-05-15T22:54:00.000Z,5e9d0d95eda69973a809d1ec,"['605b4bfcaa5433645e37d048', '609f48374a12e4692eae4667', '609f49c64a12e4692eae4668']",5e9e4502f509094188566f88,"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 8, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"This mission launches the 27th batch of operational Starlink satellites, which are version 1.0, from LC-39A or SLC-40. It is the 28th Starlink launch overall. The satellites will be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on an ASDS.",3
Starlink-28 (v1.0),2021-05-26T18:59:00.000Z,5e9d0d95eda69973a809d1ec,['6079bd679a06446e8c61bf7d'],5e9e4501f509094ba4566f84,"[{'core': '5f57c54a0622a633027900a1', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,"This mission launches the 28th batch of operational Starlink satellites, which were version 1.0, from SLC-40. It was the 29th Starlink launch overall. The satellites plan to be delivered to low Earth orbit and will spend a few weeks maneuvering to their operational altitude. The booster is expected to land on ASDS JRTI.",1
CRS-22 & IROSA,2021-06-03T17:29:00.000Z,5e9d0d95eda69973a809d1ec,['5fe3b642b3467846b324217b'],5e9e4502f509094188566f88,"[{'core': '60b800111f83cc1e59f16438', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"SpaceX's 22nd ISS resupply mission on behalf of NASA, this mission sends essential supplies to the International Space Station using the cargo variant of SpaceX's Dragon 2 spacecraft. The external payload for this mission is the first pair of ISS Roll Out Solar Arrays. Falcon 9 and Dragon launch from LC-39A, Kennedy Space Center and the booster is expected to land on an ASDS. The mission will be complete with splashdown and recovery of the capsule and down cargo.",1
SXM-8,2021-06-06T04:26:00.000Z,5e9d0d95eda69973a809d1ec,['5fe3b57db3467846b324217a'],5e9e4501f509094ba4566f84,"[{'core': '5f57c53d0622a6330279009f', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,"SpaceX launches the second of two next generation satellites for SiriusXM from SLC-40, Cape Canaveral Space Force Station. The spacecraft will be delivered into a sub-synchronous geostationary transfer orbit and will replace XM-4 in geostationary orbit. The booster for this mission will land on an ASDS.",1
GPS III SV05,2021-06-17T16:09:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4d2b6c3bb0006eeb261'],5e9e4501f509094ba4566f84,"[{'core': '5f57c5440622a633027900a0', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,"SpaceX's fourth GPS III launch will use the first stage from the previous GPS mission. This will be the first time a National Security Space Launch has flown on a flight proven booster. Falcon 9 will launch from SLC-40, Cape Canaveral and the booster will land downrange on a drone ship. GPS III is the third generation of the U.S. Space Force's NAVSTAR Global Positioning System satellites, developed by Lockheed Martin. The GPS III constellation will feature a cross-linked command and control architecture, allowing the entire GPS constellation to be updated simultaneously from a single ground station. A new spot beam capability for enhanced military coverage and increased resistance to hostile jamming will be incorporated.",1
Transporter-2,2021-06-30T19:31:00.000Z,5e9d0d95eda69973a809d1ec,['608ac397eb3e50044e3630e7'],5e9e4501f509094ba4566f84,"[{'core': '5ef670f10059c33cee4a826c', 'flight': 8, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",True,"Falcon 9 launches to sun-synchronous polar orbit from Florida as part of SpaceX's Rideshare program dedicated to smallsat customers. The mission lifts off from SLC-40, Cape Canaveral on a southward azimuth and performs a dogleg maneuver. The booster for this mission is expected to return to LZ-1 based on FCC communications filings. This rideshare takes approximately 90 satellites and hosted payloads into orbit on a variety of deployers including three free-flying spacecraft which dispense their customers' satellites after separation from the SpaceX stack.",1
CRS-23,2021-08-29T07:14:00.000Z,5e9d0d95eda69973a809d1ec,['5fe3c4f2b3467846b3242193'],5e9e4502f509094188566f88,"[{'core': '5f57c53d0622a6330279009f', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,"SpaceX's 23rd ISS resupply mission on behalf of NASA, this mission brings essential supplies to the International Space Station using the cargo variant of SpaceX's Dragon 2 spacecraft. Cargo includes several science experiments. The booster for this mission is expected to land on an ASDS. The mission will be complete with return and recovery of the Dragon capsule and down cargo.",1
Starlink 2-1 (v1.5),2021-09-14T03:55:00.000Z,5e9d0d95eda69973a809d1ec,['60e3bf3373359e1e20335c3c'],5e9e4502f509092b78566f87,"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 10, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,,1
Inspiration4,2021-09-16T00:02:00.000Z,5e9d0d95eda69973a809d1ec,['607a382f5a906a44023e0867'],5e9e4502f509094188566f88,"[{'core': '5f57c5440622a633027900a0', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,"Inspiration4 is the world’s first all-civilian mission to space. The mission will be commanded by Jared Isaacman, the 37-year-old founder and Chief Executive Officer of Shift4 Payments and an accomplished pilot and adventurer. Inspiration4 will leave Earth from Kennedy Space Center’s historic Launch Complex 39A, the embarkation point for Apollo and Space Shuttle missions, and travel across a low earth orbit on a multi-day journey that will continually eclipse more than 90% of the earth’s population. Named in recognition of the four-person crew that will raise awareness and funds for St. Jude Children’s Research Hospital, this milestone represents a new era for human spaceflight and exploration.",1
Crew-3,2021-11-11T02:03:00.000Z,5e9d0d95eda69973a809d1ec,['5fe3b3bab3467846b3242174'],5e9e4502f509094188566f88,"[{'core': '60b800111f83cc1e59f16438', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,"SpaceX will launch the third operational mission of its Crew Dragon vehicle as part of NASA's Commercial Crew Program, carrying four astronauts to the International Space Station, including 1 international partner This mission will fly on a new capsule and a once used booster. The booster will land downrange on a drone ship. The Crew-2 mission returns from the space station in November.",1
Starlink 4-1 (v1.5),2021-11-13T12:40:00.000Z,5e9d0d95eda69973a809d1ec,['618fabf0563d69573ed8caa6'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 9, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
DART,2021-11-24T06:20:00.000Z,5e9d0d95eda69973a809d1ec,['5fe3c4a6b3467846b3242192'],5e9e4502f509092b78566f87,"[{'core': '5f57c54a0622a633027900a1', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"NASA's Double Asteroid Redirect Test (DART) will demonstrate the use of a kinetic impactor to alter an asteroid's trajectory, an intervention that could be used in the future to prevent devastating Earth impacts. The target system consists of Didymos, 780 meters in diameter, and its moonlet Dimorphos, 160 meters. The DART spacecraft will intercept the double asteroid, using autonomous guidance to crash into the smaller one. Moving at about 6 km/s, the transferred momentum should alter Dimorphos's 12 hour orbital period around its companion by several minutes. The mission tests several technologies, including the Small-body Maneuvering Autonomous Real-Time Navigation (SMART Nav) used to differentiate and steer toward the target body and Roll-Out Solar Arrays (ROSA) with Transformational Solar Array concentrators. NASA’s Evolutionary Xenon Thruster — Commercial (NEXT–C) ion engine will also be demonstrated, although the spacecraft's primary propulsion is hydrazine thrusters. DART should arrive at Didymos in late September 2022, when it is about 11 million kilometers from Earth. Ten days before impact, the Italian Space Agency's cubesat LICIACube will be deployed to observe the collision and ejecta with its two cameras. Earth-based telescopes will be used to measure the altered orbit.",1
Starlink 4-3 (v1.5),2021-12-01T23:20:00.000Z,5e9d0d95eda69973a809d1ec,['6161d0f26db1a92bfba85355'],5e9e4501f509094ba4566f84,"[{'core': '5ef670f10059c33cee4a826c', 'flight': 9, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
IXPE,2021-12-09T06:00:00.000Z,5e9d0d95eda69973a809d1ec,['61c1f395a4a2462678cbf46e'],5e9e4502f509094188566f88,"[{'core': '5f57c53d0622a6330279009f', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
Starlink 4-4 (v1.5),2021-12-18T12:41:40.000Z,5e9d0d95eda69973a809d1ec,['61bbac16437241381bf70632'],5e9e4502f509092b78566f87,"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 11, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,The mission consists in launching 52 Starlink v1.5 satellites to Shell number 4 at 53.2°. This is unusual as the mission is launching from Vandenberg as these missions usually launch from the East Coast.,1
Türksat 5B,2021-12-19T03:58:00.000Z,5e9d0d95eda69973a809d1ec,['5fe3c080b3467846b3242190'],5e9e4501f509094ba4566f84,"[{'core': '60b800111f83cc1e59f16438', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,"The Türksat 5B communication satellite, which its construction work continues at Airbus Defense and Space's facilities in Toulouse, France, will soon be sent to the Cape Canaveral Space Launch Station located in Florida, United States. The satellite will be launched into space onboard the Falcon 9 rocket following pre-launch preparations. With an estimated in-orbit lifetime of 30 years and the aim of securing Turkey’s orbital and frequency rights, Türksat 5B will be launched into an orbital slot at 42 degrees East. With 12 kW power, Türksat 5B will provide TV broadcasting and data communication services over a wide coverage area that reaches the entire Middle East, the Persian Gulf, the Red Sea, the Mediterranean, North Africa, East Africa, South Africa and Nigeria. Apart from that, the satellite will also provide customized services for airlines and commercial ship operators around the world thanks to the fact that it operates in Ka-Band.",1
CRS-24,2021-12-21T10:06:00.000Z,5e9d0d95eda69973a809d1ec,['6161d22a6db1a92bfba85357'],5e9e4502f509094188566f88,"[{'core': '61c1ef45a4a2462678cbf45d', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,"SpaceX's 24th ISS resupply mission on behalf of NASA, this mission brings essential supplies to the International Space Station using the cargo variant of SpaceX's Dragon 2 spacecraft. Cargo includes several science experiments. The booster for this mission is expected to land on an ASDS. The mission will be complete with return and recovery of the Dragon capsule and down cargo.",1
Starlink 4-5 (v1.5),2022-01-06T21:49:00.000Z,5e9d0d95eda69973a809d1ec,['61d5ece4f88e4c5fc91f1ebb'],5e9e4502f509094188566f88,"[{'core': '5f57c5440622a633027900a0', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
Transporter-3,2022-01-13T15:25:00.000Z,5e9d0d95eda69973a809d1ec,['6175aaacefa4314085aa9c56'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 10, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",True,,1
Starlink 4-6 (v1.5),2022-01-19T00:04:00.000Z,5e9d0d95eda69973a809d1ec,['61e05516be8d8b66799018d4'],5e9e4502f509094188566f88,"[{'core': '5ef670f10059c33cee4a826c', 'flight': 10, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
CSG-2,2022-01-31T23:11:12.000Z,5e9d0d95eda69973a809d1ec,['6161d3a06db1a92bfba8535a'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a6f359183c413b265d', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",True,"Falcon 9 launches to sun-synchronous polar orbit from Florida as part of CSG-2 Mission. The mission lifts off from SLC-40, Cape Canaveral on a southward azimuth and performs a dogleg maneuver. The booster for this mission is expected to return to LZ-1 based on FCC communications filings",1
NROL-87,2022-02-02T20:18:00.000Z,5e9d0d95eda69973a809d1ec,['6175aaacefa4314085aa9c56'],5e9e4502f509092b78566f87,"[{'core': '61fae5947aa67176fe3e0e1e', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb554034e7c9'}]",True,,1
Starlink 4-7 (v1.5),2022-02-03T18:13:00.000Z,5e9d0d95eda69973a809d1ec,['61e05520be8d8b66799018d5'],5e9e4502f509094188566f88,"[{'core': '5f57c53d0622a6330279009f', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
Starlink 4-8 (v1.5),2022-02-21T14:44:00.000Z,5e9d0d95eda69973a809d1ec,['61fc02e1e0dc5662b76489b4'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 11, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
Starlink 4-11 (v1.5),2022-02-25T17:12:00.000Z,5e9d0d95eda69973a809d1ec,['61fc0334e0dc5662b76489b5'],5e9e4502f509092b78566f87,"[{'core': '5f57c54a0622a633027900a1', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,,1
Starlink 4-9 (v1.5),2022-03-03T14:35:00.000Z,5e9d0d95eda69973a809d1ec,['61fc0379e0dc5662b76489b6'],5e9e4502f509094188566f88,"[{'core': '5ef670f10059c33cee4a826c', 'flight': 11, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
Starlink 4-10 (v1.5),2022-03-09T13:45:00.000Z,5e9d0d95eda69973a809d1ec,['61fc0382e0dc5662b76489b7'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a6f359183c413b265d', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
Starlink 4-12 (v1.5),2022-03-19T03:24:00.000Z,5e9d0d95eda69973a809d1ec,['623491e5f051102e1fcedac9'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 12, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
Transporter-4,2022-04-01T16:24:00.000Z,5e9d0d95eda69973a809d1ec,['6243af62af52800c6e919260'],5e9e4501f509094ba4566f84,"[{'core': '5f57c53d0622a6330279009f', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
Ax-1,2022-04-08T15:17:00.000Z,5e9d0d95eda69973a809d1ec,['61eefb129eb1064137a1bd74'],5e9e4502f509094188566f88,"[{'core': '5f57c5440622a633027900a0', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,"Axiom Mission 1 (or Ax-1) is a planned SpaceX Crew Dragon mission to the International Space Station (ISS), operated by SpaceX on behalf of Axiom Space. The flight will launch no earlier than 31 March 2022 and send four people to the ISS for an eight-day stay",1
NROL-85,2022-04-17T13:13:00.000Z,5e9d0d95eda69973a809d1ec,['6243b036af52800c6e919262'],5e9e4502f509092b78566f87,"[{'core': '61fae5947aa67176fe3e0e1e', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb554034e7c9'}]",True,,1
Starlink 4-14 (v1.5),2022-04-21T15:16:00.000Z,5e9d0d95eda69973a809d1ec,['6243af9faf52800c6e919261'],5e9e4501f509094ba4566f84,"[{'core': '5ef670f10059c33cee4a826c', 'flight': 12, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
Crew-4,2022-04-27T07:52:00.000Z,5e9d0d95eda69973a809d1ec,['6243b1cdaf52800c6e919265'],5e9e4502f509094188566f88,"[{'core': '60b800111f83cc1e59f16438', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
Starlink 4-16 (v1.5),2022-04-29T21:27:00.000Z,5e9d0d95eda69973a809d1ec,['62582aa55988f159024b964d'],5e9e4501f509094ba4566f84,"[{'core': '5f57c5440622a633027900a0', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
Starlink 4-17 (v1.5),2022-05-06T09:42:00.000Z,5e9d0d95eda69973a809d1ec,['62582aad5988f159024b964e'],5e9e4502f509094188566f88,"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 12, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
Starlink 4-13 (v1.5),2022-05-13T22:07:00.000Z,5e9d0d95eda69973a809d1ec,['625829d75988f159024b9649'],5e9e4502f509092b78566f87,"[{'core': '5f57c54a0622a633027900a1', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,,1
Starlink 4-15 (v1.5),2022-05-14T20:40:00.000Z,5e9d0d95eda69973a809d1ec,['625829cf5988f159024b9648'],5e9e4501f509094ba4566f84,"[{'core': '627843db57b51b752c5c5a54', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
Starlink 4-18 (v1.5),2022-05-18T10:40:00.000Z,5e9d0d95eda69973a809d1ec,['62615ee40ec008379be596fd'],5e9e4502f509094188566f88,"[{'core': '5e9e28a6f359183c413b265d', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
Transporter-5,2022-05-25T18:27:00.000Z,5e9d0d95eda69973a809d1ec,['6243b39daf52800c6e919267'],5e9e4501f509094ba4566f84,"[{'core': '5f57c53d0622a6330279009f', 'flight': 8, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",True,,1
Nilesat-301,2022-06-08T21:04:00.000Z,5e9d0d95eda69973a809d1ec,['6243b286af52800c6e919266'],5e9e4501f509094ba4566f84,"[{'core': '5f57c5440622a633027900a0', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
Starlink 4-19 (v1.5),2022-06-01T17:08:50.000Z,5e9d0d95eda69973a809d1ec,['6278484e57b51b752c5c5a63'],5e9e4502f509094188566f88,"[{'core': '5ef670f10059c33cee4a826c', 'flight': 13, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
SARah 1,2022-06-18T14:19:00.000Z,5e9d0d95eda69973a809d1ec,['5fe3b2abb3467846b3242172'],5e9e4502f509092b78566f87,"[{'core': '61fae5947aa67176fe3e0e1e', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb554034e7c9'}]",True,,1
Globalstar FM15,2022-06-19T04:27:00.000Z,5e9d0d95eda69973a809d1ec,['62adecbcd26f4f711fa53848'],5e9e4501f509094ba4566f84,"[{'core': '5f57c53d0622a6330279009f', 'flight': 9, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
SES-22,2022-06-29T21:04:00.000Z,5e9d0d95eda69973a809d1ec,['6243b93caf52800c6e91926f'],5e9e4501f509094ba4566f84,"[{'core': '627843db57b51b752c5c5a54', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
Starlink 4-21 (v1.5),2022-07-07T13:11:00.000Z,5e9d0d95eda69973a809d1ec,['630bccc6d36448026ab01639'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 13, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
Starlink 3-1 (v1.5),2022-07-11T01:39:00.000Z,5e9d0d95eda69973a809d1ec,['630bccd6d36448026ab0163a'],5e9e4502f509092b78566f87,"[{'core': '5f57c54a0622a633027900a1', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",,,1
CRS-25,2022-07-15T00:44:00.000Z,5e9d0d95eda69973a809d1ec,['6243b835af52800c6e91926d'],5e9e4502f509094188566f88,"[{'core': '60b800111f83cc1e59f16438', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
Starlink 4-22 (v1.5),2022-07-17T14:50:00.000Z,5e9d0d95eda69973a809d1ec,['630bce10d36448026ab0163b'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 13, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
Starlink 3-2 (v1.5),2022-07-21T17:13:00.000Z,5e9d0d95eda69973a809d1ec,['630bce49d36448026ab0163c'],5e9e4502f509092b78566f87,"[{'core': '61fae5947aa67176fe3e0e1e', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,,1
Starlink 4-25 (v1.5),2022-07-24T00:00:00.000Z,5e9d0d95eda69973a809d1ec,['630bce79d36448026ab0163d'],5e9e4501f509094ba4566f84,"[{'core': '5f57c5440622a633027900a0', 'flight': 8, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
KPLO,2022-08-04T23:08:00.000Z,5e9d0d95eda69973a809d1ec,['630bcfe1d36448026ab01641'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a6f359183c413b265d', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,,1
Starlink 4-26 (v1.5),2022-08-09T22:57:00.000Z,5e9d0d95eda69973a809d1ec,['630bcea1d36448026ab0163e'],5e9e4502f509094188566f88,"[{'core': '627843db57b51b752c5c5a54', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
Starlink 3-3 (v1.5),2022-08-12T21:30:00.000Z,5e9d0d95eda69973a809d1ec,['630bceb8d36448026ab01640'],5e9e4502f509092b78566f87,"[{'core': '5f57c53d0622a6330279009f', 'flight': 10, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,,1
Starlink 4-27 (v1.5),2022-08-19T19:24:00.000Z,5e9d0d95eda69973a809d1ec,['630bceadd36448026ab0163f'],5e9e4501f509094ba4566f84,"[{'core': '5f57c5440622a633027900a0', 'flight': 9, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",True,,1
